Team_Number,League,player,team,team_strength,team_std_dev,position_role,price,PPM,std_dev_PPM,final_PPM,final_seasonal_points
4,ESP-La Liga,Omar El Hilali,Espanyol,120.54,14.48,DF,12.7,7.35,2.588,9.632,366.0
4,ESP-La Liga,Jhon Solis,Girona,128.84,14.48,MF,4.0,1.738,2.952,1.987,75.5
4,ESP-La Liga,Luka Modrić,Real Madrid,157.26,14.48,MF,8.8,7.738,2.952,8.355,317.5
4,ESP-La Liga,Mikel Jauregizar,Athletic Club,139.41,14.48,MF,4.0,0.462,2.952,8.197,311.5
4,ESP-La Liga,Nemanja Gudelj,Sevilla,125.39,14.48,MF,11.9,4.725,2.952,6.908,262.5
4,ESP-La Liga,Peque,Sevilla,125.39,14.48,MF,22.7,16.671,2.952,3.974,151.0
4,ESP-La Liga,Stefan Bajcetic,Las Palmas,125.49,14.48,MF,4.0,0.06,2.952,2.895,110.0
4,ESP-La Liga,Dani Raba,Leganés,103.87,14.48,FW,17.1,10.05,4.635,11.618,441.5
4,ESP-La Liga,Lamine Yamal,Barcelona,169.62,14.48,FW,16.1,12.586,4.635,17.987,683.5
4,ESP-La Liga,Manuel Fuster,Las Palmas,125.49,14.48,FW,23.6,16.93,4.635,5.303,201.5
4,ESP-La Liga,Robert Lewandowski,Barcelona,169.62,14.48,FW,22.4,18.389,4.635,19.118,726.5
5,ESP-La Liga,Antonio Sivera,Alavés,120.96,14.48,GK,12.7,7.626,2.752,5.803,220.5
5,ESP-La Liga,Leo Román,Mallorca,122.99,14.48,GK,13.0,7.388,2.752,1.961,74.5
5,ESP-La Liga,Copete,Mallorca,122.99,14.48,DF,9.8,4.238,2.588,3.368,128.0
5,ESP-La Liga,Eray Cömert,Valladolid,117.53,14.48,DF,16.1,6.699,2.588,4.026,153.0
5,ESP-La Liga,Mika Mármol,Las Palmas,125.49,14.48,DF,18.3,8.179,2.588,6.368,242.0
5,ESP-La Liga,Natan,Betis,122.82,14.48,DF,8.9,1.722,2.588,5.75,218.5
5,ESP-La Liga,Thierry Correia,Valencia,127.45,14.48,DF,15.3,6.922,2.588,2.579,98.0
5,ESP-La Liga,Éder Militão,Real Madrid,157.26,14.48,DF,10.3,1.225,2.588,3.263,124.0
5,ESP-La Liga,Dani Rodríguez,Mallorca,122.99,14.48,MF,12.0,9.478,2.952,10.237,389.0
5,ESP-La Liga,Iván Martín,Girona,128.84,14.48,MF,18.1,10.03,2.952,5.645,214.5
5,ESP-La Liga,Kirian Rodríguez,Las Palmas,125.49,14.48,MF,22.6,11.964,2.952,5.368,204.0
5,ESP-La Liga,Luka Modrić,Real Madrid,157.26,14.48,MF,8.8,7.738,2.952,8.355,317.5
5,ESP-La Liga,Olasagasti,Real Sociedad,124.62,14.48,MF,4.0,1.562,2.952,3.355,127.5
5,ESP-La Liga,Stefan Bajcetic,Las Palmas,125.49,14.48,MF,4.0,0.06,2.952,2.895,110.0
5,ESP-La Liga,Antoine Griezmann,Atlético Madrid,148.89,14.48,FW,23.9,18.195,4.635,12.868,489.0
5,ESP-La Liga,Kylian Mbappé,Real Madrid,157.26,14.48,FW,25.0,23.7,4.635,23.487,892.5
5,ESP-La Liga,Rafa Mir,Valencia,127.45,14.48,FW,4.0,1.974,4.635,3.092,117.5
5,ESP-La Liga,Robert Lewandowski,Barcelona,169.62,14.48,FW,22.4,18.389,4.635,19.118,726.5
6,ESP-La Liga,Diego Conde,Villarreal,142.16,14.48,GK,17.2,11.406,2.752,3.539,134.5
6,ESP-La Liga,Álex Remiro,Real Sociedad,124.62,14.48,GK,17.2,10.003,2.752,8.632,328.0
6,ESP-La Liga,Allan Nyom,Getafe,116.18,14.48,DF,7.0,3.84,2.588,3.342,127.0
6,ESP-La Liga,Fernando Calero,Espanyol,120.54,14.48,DF,11.0,4.46,2.588,3.0,114.0
6,ESP-La Liga,José Luis Gayà,Valencia,127.45,14.48,DF,16.4,7.143,2.588,6.461,245.5
6,ESP-La Liga,Marash Kumbulla,Espanyol,120.54,14.48,DF,4.0,0.552,2.588,7.776,295.5
6,ESP-La Liga,Pablo Maffeo,Mallorca,122.99,14.48,DF,11.4,5.112,2.588,7.921,301.0
6,ESP-La Liga,Yuri Berchiche,Athletic Club,139.41,14.48,DF,13.2,7.585,2.588,6.039,229.5
6,ESP-La Liga,Aimar Oroz,Osasuna,130.0,14.48,MF,18.1,7.53,2.952,10.974,417.0
6,ESP-La Liga,Gavi,Barcelona,169.62,14.48,MF,10.3,2.812,2.952,4.0,152.0
6,ESP-La Liga,Kirian Rodríguez,Las Palmas,125.49,14.48,MF,22.6,11.964,2.952,5.368,204.0
6,ESP-La Liga,Luka Modrić,Real Madrid,157.26,14.48,MF,8.8,7.738,2.952,8.355,317.5
6,ESP-La Liga,Mario Martín,Valladolid,117.53,14.48,MF,4.0,0.069,2.952,5.237,199.0
6,ESP-La Liga,Sergio Gómez,Real Sociedad,124.62,14.48,MF,4.0,0.311,2.952,11.605,441.0
6,ESP-La Liga,Bojan Miovski,Girona,128.84,14.48,FW,21.9,14.863,4.635,3.289,125.0
6,ESP-La Liga,Iago Aspas,Celta Vigo,134.05,14.48,FW,18.2,15.197,4.635,10.763,409.0
6,ESP-La Liga,Kylian Mbappé,Real Madrid,157.26,14.48,FW,25.0,23.7,4.635,23.487,892.5
6,ESP-La Liga,Lamine Yamal,Barcelona,169.62,14.48,FW,16.1,12.586,4.635,17.987,683.5
7,ESP-La Liga,Dominik Greif,Mallorca,122.99,14.48,GK,4.0,0.475,2.752,6.303,239.5
7,ESP-La Liga,Jan Oblak,Atlético Madrid,148.89,14.48,GK,17.0,9.229,2.752,9.395,357.0
7,ESP-La Liga,Héctor Fort,Barcelona,169.62,14.48,DF,4.0,1.2,2.588,1.882,71.5
7,ESP-La Liga,Jesus Vazquez,Valencia,127.45,14.48,DF,10.2,2.85,2.588,2.987,113.5
7,ESP-La Liga,Marc Bartra,Betis,122.82,14.48,DF,4.0,0.538,2.588,6.408,243.5
7,ESP-La Liga,Pablo Maffeo,Mallorca,122.99,14.48,DF,11.4,5.112,2.588,7.921,301.0
7,ESP-La Liga,Yuri Berchiche,Athletic Club,139.41,14.48,DF,13.2,7.585,2.588,6.039,229.5
7,ESP-La Liga,Álex Muñoz,Las Palmas,125.49,14.48,DF,15.2,5.818,2.588,5.829,221.5
7,ESP-La Liga,Alex Baena,Villarreal,142.16,14.48,MF,23.6,13.042,2.952,13.697,520.5
7,ESP-La Liga,Conor Gallagher,Atlético Madrid,148.89,14.48,MF,22.0,13.774,2.952,7.618,289.5
7,ESP-La Liga,Donny van de Beek,Girona,128.84,14.48,MF,4.0,0.785,2.952,5.026,191.0
7,ESP-La Liga,Isco,Betis,122.82,14.48,MF,23.0,14.866,2.952,11.895,452.0
7,ESP-La Liga,Luka Modrić,Real Madrid,157.26,14.48,MF,8.8,7.738,2.952,8.355,317.5
7,ESP-La Liga,Mikel Jauregizar,Athletic Club,139.41,14.48,MF,4.0,0.462,2.952,8.197,311.5
7,ESP-La Liga,Iago Aspas,Celta Vigo,134.05,14.48,FW,18.2,15.197,4.635,10.763,409.0
7,ESP-La Liga,Kylian Mbappé,Real Madrid,157.26,14.48,FW,25.0,23.7,4.635,23.487,892.5
7,ESP-La Liga,Lamine Yamal,Barcelona,169.62,14.48,FW,16.1,12.586,4.635,17.987,683.5
7,ESP-La Liga,Viktor Tsyhankov,Girona,128.84,14.48,FW,20.9,12.752,4.635,8.605,327.0
8,ESP-La Liga,Antonio Sivera,Alavés,120.96,14.48,GK,12.7,7.626,2.752,5.803,220.5
8,ESP-La Liga,Ørjan Nyland,Sevilla,125.39,14.48,GK,14.8,5.609,2.752,6.053,230.0
8,ESP-La Liga,Dani Carvajal,Real Madrid,157.26,14.48,DF,18.2,9.201,2.588,2.368,90.0
8,ESP-La Liga,Javi Sánchez,Valladolid,117.53,14.48,DF,7.9,0.597,2.588,5.303,201.5
8,ESP-La Liga,Lucas Vázquez,Real Madrid,157.26,14.48,DF,15.5,7.972,2.588,8.0,304.0
8,ESP-La Liga,Pablo Maffeo,Mallorca,122.99,14.48,DF,11.4,5.112,2.588,7.921,301.0
8,ESP-La Liga,Thierry Correia,Valencia,127.45,14.48,DF,15.3,6.922,2.588,2.579,98.0
8,ESP-La Liga,Yoel Lago,Celta Vigo,134.05,14.48,DF,4.0,0.125,2.588,1.276,48.5
8,ESP-La Liga,Gavi,Barcelona,169.62,14.48,MF,10.3,2.812,2.952,4.0,152.0
8,ESP-La Liga,Isco,Betis,122.82,14.48,MF,23.0,14.866,2.952,11.895,452.0
8,ESP-La Liga,Luka Modrić,Real Madrid,157.26,14.48,MF,8.8,7.738,2.952,8.355,317.5
8,ESP-La Liga,Mauro Arambarri,Getafe,116.18,14.48,MF,4.0,0.562,2.952,11.987,455.5
8,ESP-La Liga,Pedro Díaz,Rayo Vallecano,131.36,14.48,MF,21.1,13.464,2.952,5.632,214.0
8,ESP-La Liga,Rodrigo Riquelme,Atlético Madrid,148.89,14.48,MF,17.3,9.326,2.952,2.421,92.0
8,ESP-La Liga,Iago Aspas,Celta Vigo,134.05,14.48,FW,18.2,15.197,4.635,10.763,409.0
8,ESP-La Liga,Javi Puado,Espanyol,120.54,14.48,FW,18.2,10.55,4.635,13.974,531.0
8,ESP-La Liga,Kylian Mbappé,Real Madrid,157.26,14.48,FW,25.0,23.7,4.635,23.487,892.5
8,ESP-La Liga,Williot Swedberg,Celta Vigo,134.05,14.48,FW,4.0,3.425,4.635,7.382,280.5
9,ESP-La Liga,Paulo Gazzaniga,Girona,128.84,14.48,GK,16.2,9.892,2.752,7.566,287.5
9,ESP-La Liga,Thibaut Courtois,Real Madrid,157.26,14.48,GK,4.0,1.638,2.752,7.316,278.0
9,ESP-La Liga,Allan Nyom,Getafe,116.18,14.48,DF,7.0,3.84,2.588,3.342,127.0
9,ESP-La Liga,Diego Rico,Getafe,116.18,14.48,DF,19.7,10.956,2.588,9.829,373.5
9,ESP-La Liga,Jesús Areso,Osasuna,130.0,14.48,DF,16.8,8.994,2.588,8.724,331.5
9,ESP-La Liga,Jorge Sáenz,Leganés,103.87,14.48,DF,13.2,6.06,2.588,4.395,167.0
9,ESP-La Liga,Sergi,Leganés,103.87,14.48,DF,13.5,7.85,2.588,7.526,286.0
9,ESP-La Liga,Willy Kambwala,Villarreal,142.16,14.48,DF,4.0,0.606,2.588,2.658,101.0
9,ESP-La Liga,Arda Güler,Real Madrid,157.26,14.48,MF,4.0,3.6,2.952,7.711,293.0
9,ESP-La Liga,Martín Zubimendi,Real Sociedad,124.62,14.48,MF,18.5,8.607,2.952,8.355,317.5
9,ESP-La Liga,Rodrigo De Paul,Atlético Madrid,148.89,14.48,MF,18.9,9.174,2.952,8.474,322.0
9,ESP-La Liga,Rodrigo Riquelme,Atlético Madrid,148.89,14.48,MF,17.3,9.326,2.952,2.421,92.0
9,ESP-La Liga,Samuel Lino,Atlético Madrid,148.89,14.48,MF,20.2,11.688,2.952,8.395,319.0
9,ESP-La Liga,Stefan Bajcetic,Las Palmas,125.49,14.48,MF,4.0,0.06,2.952,2.895,110.0
9,ESP-La Liga,Adri Embarba,Rayo Vallecano,131.36,14.48,FW,25.0,13.826,4.635,7.224,274.5
9,ESP-La Liga,Kylian Mbappé,Real Madrid,157.26,14.48,FW,25.0,23.7,4.635,23.487,892.5
9,ESP-La Liga,Lamine Yamal,Barcelona,169.62,14.48,FW,16.1,12.586,4.635,17.987,683.5
9,ESP-La Liga,Williot Swedberg,Celta Vigo,134.05,14.48,FW,4.0,3.425,4.635,7.382,280.5
10,ESP-La Liga,Leo Román,Mallorca,122.99,14.48,GK,13.0,7.388,2.752,1.961,74.5
10,ESP-La Liga,Vicente Guaita,Celta Vigo,134.05,14.48,GK,14.1,5.43,2.752,6.197,235.5
10,ESP-La Liga,Antonio Raillo,Mallorca,122.99,14.48,DF,13.4,7.474,2.588,6.842,260.0
10,ESP-La Liga,Aridane Hernández,Rayo Vallecano,131.36,14.48,DF,8.4,2.975,2.588,2.553,97.0
10,ESP-La Liga,Reinildo Mandava,Atlético Madrid,148.89,14.48,DF,10.8,3.8,2.588,2.461,93.5
10,ESP-La Liga,Tanguy Nianzou,Sevilla,125.39,14.48,DF,4.0,0.875,2.588,0.829,31.5
10,ESP-La Liga,Valentin Rosier,Leganés,103.87,14.48,DF,8.7,2.273,2.588,8.382,318.5
10,ESP-La Liga,Álex Suárez,Las Palmas,125.49,14.48,DF,15.5,7.488,2.588,4.671,177.5
10,ESP-La Liga,Damián Rodríguez,Celta Vigo,134.05,14.48,MF,4.0,1.0,2.952,2.461,93.5
10,ESP-La Liga,Iñigo Ruiz de Galarreta,Athletic Club,139.41,14.48,MF,18.7,6.189,2.952,4.618,175.5
10,ESP-La Liga,Joan Jordán,Alavés,120.96,14.48,MF,4.0,1.145,2.952,7.711,293.0
10,ESP-La Liga,Luka Modrić,Real Madrid,157.26,14.48,MF,8.8,7.738,2.952,8.355,317.5
10,ESP-La Liga,Marc Casado,Barcelona,169.62,14.48,MF,4.0,0.2,2.952,5.618,213.5
10,ESP-La Liga,Samuel Lino,Atlético Madrid,148.89,14.48,MF,20.2,11.688,2.952,8.395,319.0
10,ESP-La Liga,Alexander Sørloth,Atlético Madrid,148.89,14.48,FW,25.0,20.209,4.635,13.658,519.0
10,ESP-La Liga,Iago Aspas,Celta Vigo,134.05,14.48,FW,18.2,15.197,4.635,10.763,409.0
10,ESP-La Liga,Kylian Mbappé,Real Madrid,157.26,14.48,FW,25.0,23.7,4.635,23.487,892.5
10,ESP-La Liga,Manuel Fuster,Las Palmas,125.49,14.48,FW,23.6,16.93,4.635,5.303,201.5
1,ITA-Serie A,Filip Stankovic,Venezia,125.54,14.58,GK,12.1,6.317,3.119,2.829,107.5
1,ITA-Serie A,Michele Di Gregorio,Juventus,133.29,14.58,GK,16.1,10.911,3.119,8.329,316.5
1,ITA-Serie A,Francesco Acerbi,Inter,152.2,14.58,DF,12.0,7.461,2.591,4.868,185.0
1,ITA-Serie A,Ignace Van Der Brempt,Como,108.57,14.58,DF,11.1,5.278,2.591,4.487,170.5
1,ITA-Serie A,Koni De Winter,Genoa,115.49,14.58,DF,12.6,4.4,2.591,5.513,209.5
1,ITA-Serie A,Leonardo Spinazzola,Napoli,139.71,14.58,DF,14.9,5.499,2.591,5.408,205.5
1,ITA-Serie A,Matteo Gabbia,Milan,131.21,14.58,DF,11.9,3.85,2.591,5.224,198.5
1,ITA-Serie A,Oumar Solet,Udinese,122.62,14.58,DF,9.3,3.652,2.591,4.855,184.5
1,ITA-Serie A,Hakan Çalhanoğlu,Inter,152.2,14.58,MF,24.2,18.762,2.97,11.355,431.5
1,ITA-Serie A,Hans Nicolussi Caviglia,Venezia,125.54,14.58,MF,4.0,0.932,2.97,10.276,390.5
1,ITA-Serie A,Jens Odgaard,Bologna,136.74,14.58,MF,4.0,2.44,2.97,8.658,329.0
1,ITA-Serie A,Mario Pašalić,Atalanta,151.51,14.58,MF,20.9,10.459,2.97,7.671,291.5
1,ITA-Serie A,Matìas Soulé,Roma,136.91,14.58,MF,25.0,18.71,2.97,9.855,374.5
1,ITA-Serie A,Michel Aebischer,Bologna,136.74,14.58,MF,17.0,5.526,2.97,2.579,98.0
1,ITA-Serie A,Elif Elmas,Torino,118.11,14.58,FW,4.0,1.61,3.881,4.487,170.5
1,ITA-Serie A,Joaquín Correa,Inter,152.2,14.58,FW,5.0,1.721,3.881,3.263,124.0
1,ITA-Serie A,Lautaro Martínez,Inter,152.2,14.58,FW,25.0,19.397,3.881,13.039,495.5
1,ITA-Serie A,Tete Morente,Lecce,115.29,14.58,FW,20.0,13.121,3.881,7.711,293.0
2,ITA-Serie A,Alex Meret,Napoli,139.71,14.58,GK,12.1,5.462,3.119,9.737,370.0
2,ITA-Serie A,Jesse Joronen,Venezia,125.54,14.58,GK,13.1,5.692,3.119,1.395,53.0
2,ITA-Serie A,Alan Matturro,Genoa,115.49,14.58,DF,4.0,0.5,2.591,2.039,77.5
2,ITA-Serie A,Antonino Gallo,Lecce,115.29,14.58,DF,16.0,9.422,2.591,8.592,326.5
2,ITA-Serie A,Kingsley Ehizibue,Udinese,122.62,14.58,DF,11.9,3.488,2.591,7.25,275.5
2,ITA-Serie A,Pierre Kalulu,Juventus,133.29,14.58,DF,4.0,0.817,2.591,5.592,212.5
2,ITA-Serie A,Stefano Sabelli,Genoa,115.49,14.58,DF,15.3,7.281,2.591,6.645,252.5
2,ITA-Serie A,Woyo Coulibaly,Parma,125.36,14.58,DF,11.0,4.299,2.591,2.395,91.0
2,ITA-Serie A,Gaetano Castrovilli,Monza,109.53,14.58,MF,4.0,1.312,2.97,1.803,68.5
2,ITA-Serie A,Hans Nicolussi Caviglia,Venezia,125.54,14.58,MF,4.0,0.932,2.97,10.276,390.5
2,ITA-Serie A,Matìas Soulé,Roma,136.91,14.58,MF,25.0,18.71,2.97,9.855,374.5
2,ITA-Serie A,Milan Badelj,Genoa,115.49,14.58,MF,13.1,8.455,2.97,4.816,183.0
2,ITA-Serie A,Tijjani Reijnders,Milan,131.21,14.58,MF,22.4,9.754,2.97,14.079,535.0
2,ITA-Serie A,Þórir Jóhann Helgason,Lecce,115.29,14.58,MF,14.6,7.707,2.97,4.724,179.5
2,ITA-Serie A,Duván Zapata,Torino,118.11,14.58,FW,21.9,14.272,3.881,2.908,110.5
2,ITA-Serie A,Joel Pohjanpalo,Venezia,125.54,14.58,FW,20.7,14.07,3.881,6.526,248.0
2,ITA-Serie A,Nicolas Viola,Cagliari,120.11,14.58,FW,12.7,8.11,3.881,6.382,242.5
2,ITA-Serie A,Tete Morente,Lecce,115.29,14.58,FW,20.0,13.121,3.881,7.711,293.0
3,ITA-Serie A,Alex Meret,Napoli,139.71,14.58,GK,12.1,5.462,3.119,9.737,370.0
3,ITA-Serie A,Nicola Leali,Genoa,115.49,14.58,GK,4.0,0.325,3.119,7.368,280.0
3,ITA-Serie A,Alessandro Bastoni,Inter,152.2,14.58,DF,18.4,8.331,2.591,7.553,287.0
3,ITA-Serie A,Federico Gatti,Juventus,133.29,14.58,DF,19.6,7.986,2.591,6.303,239.5
3,ITA-Serie A,Gabriele Zappa,Cagliari,120.11,14.58,DF,16.9,8.759,2.591,8.211,312.0
3,ITA-Serie A,Ignace Van Der Brempt,Como,108.57,14.58,DF,11.1,5.278,2.591,4.487,170.5
3,ITA-Serie A,Juan Cuadrado,Atalanta,151.51,14.58,DF,4.0,1.093,2.591,4.013,152.5
3,ITA-Serie A,Oumar Solet,Udinese,122.62,14.58,DF,9.3,3.652,2.591,4.855,184.5
3,ITA-Serie A,Adrian Bernabe,Parma,125.36,14.58,MF,18.2,10.743,2.97,5.671,215.5
3,ITA-Serie A,Daniel Maldini,Monza,109.53,14.58,MF,4.2,3.454,2.97,5.697,216.5
3,ITA-Serie A,Hakan Çalhanoğlu,Inter,152.2,14.58,MF,24.2,18.762,2.97,11.355,431.5
3,ITA-Serie A,Ivan Ilić,Torino,118.11,14.58,MF,16.8,8.303,2.97,2.908,110.5
3,ITA-Serie A,Ola Solbakken,Empoli,115.09,14.58,MF,4.0,0.05,2.97,1.961,74.5
3,ITA-Serie A,Warren Bondo,Monza,109.53,14.58,MF,12.3,4.076,2.97,3.658,139.0
3,ITA-Serie A,Albert Guðmundsson,Fiorentina,127.83,14.58,FW,25.0,17.7,3.881,6.934,263.5
3,ITA-Serie A,Ante Rebić,Lecce,115.29,14.58,FW,4.0,1.501,3.881,2.934,111.5
3,ITA-Serie A,Khvicha Kvaratskhelia,Napoli,139.71,14.58,FW,25.0,17.532,3.881,7.763,295.0
3,ITA-Serie A,Patrick Cutrone,Como,108.57,14.58,FW,20.3,11.495,3.881,9.658,367.0
4,ITA-Serie A,David de Gea,Fiorentina,127.83,14.58,GK,14.7,8.459,3.119,8.974,341.0
4,ITA-Serie A,Michele Di Gregorio,Juventus,133.29,14.58,GK,16.1,10.911,3.119,8.329,316.5
4,ITA-Serie A,Flavius Daniliuc,Hellas Verona,110.26,14.58,DF,5.7,1.225,2.591,2.842,108.0
4,ITA-Serie A,Francesco Zampano,Venezia,125.54,14.58,DF,14.6,6.731,2.591,4.882,185.5
4,ITA-Serie A,Marin Šverko,Venezia,125.54,14.58,DF,13.3,4.952,2.591,3.026,115.0
4,ITA-Serie A,Nicola Zalewski,Roma,136.91,14.58,DF,12.0,3.55,2.591,1.987,75.5
4,ITA-Serie A,Nicolò Casale,Bologna,136.74,14.58,DF,13.1,2.639,2.591,1.974,75.0
4,ITA-Serie A,Patric,Lazio,131.55,14.58,DF,12.4,3.887,2.591,1.724,65.5
4,ITA-Serie A,Ademola Lookman,Atalanta,151.51,14.58,MF,24.5,13.001,2.97,15.711,597.0
4,ITA-Serie A,Hakan Çalhanoğlu,Inter,152.2,14.58,MF,24.2,18.762,2.97,11.355,431.5
4,ITA-Serie A,Hans Nicolussi Caviglia,Venezia,125.54,14.58,MF,4.0,0.932,2.97,10.276,390.5
4,ITA-Serie A,Mattia Felici,Cagliari,120.11,14.58,MF,19.8,11.047,2.97,3.526,134.0
4,ITA-Serie A,Milan Badelj,Genoa,115.49,14.58,MF,13.1,8.455,2.97,4.816,183.0
4,ITA-Serie A,Oier Zarraga,Udinese,122.62,14.58,MF,4.0,2.35,2.97,3.237,123.0
4,ITA-Serie A,Albert Guðmundsson,Fiorentina,127.83,14.58,FW,25.0,17.7,3.881,6.934,263.5
4,ITA-Serie A,Jesper Karlsson,Lecce,115.29,14.58,FW,4.0,1.112,3.881,2.395,91.0
4,ITA-Serie A,Lautaro Martínez,Inter,152.2,14.58,FW,25.0,19.397,3.881,13.039,495.5
4,ITA-Serie A,Tammy Abraham,Milan,131.21,14.58,FW,4.0,0.929,3.881,5.316,202.0
5,ITA-Serie A,Filip Stankovic,Venezia,125.54,14.58,GK,12.1,6.317,3.119,2.829,107.5
5,ITA-Serie A,Maduka Okoye,Udinese,122.62,14.58,GK,13.5,4.642,3.119,4.118,156.5
5,ITA-Serie A,Federico Dimarco,Inter,152.2,14.58,DF,23.0,13.871,2.591,12.224,464.5
5,ITA-Serie A,Francesco Acerbi,Inter,152.2,14.58,DF,12.0,7.461,2.591,4.868,185.0
5,ITA-Serie A,Ignace Van Der Brempt,Como,108.57,14.58,DF,11.1,5.278,2.591,4.487,170.5
5,ITA-Serie A,Juan Jesus,Napoli,139.71,14.58,DF,11.5,4.212,2.591,2.566,97.5
5,ITA-Serie A,Lautaro Valenti,Parma,125.36,14.58,DF,4.0,0.26,2.591,3.197,121.5
5,ITA-Serie A,Odilon Kossounou,Atalanta,151.51,14.58,DF,9.5,3.961,2.591,2.737,104.0
5,ITA-Serie A,Antoine Makoumbou,Cagliari,120.11,14.58,MF,17.4,6.107,2.97,5.5,209.0
5,ITA-Serie A,Billy Gilmour,Napoli,139.71,14.58,MF,14.4,5.243,2.97,4.0,152.0
5,ITA-Serie A,Kacper Urbanski,Monza,109.53,14.58,MF,7.3,2.394,2.97,1.105,42.0
5,ITA-Serie A,Liberato Cacace,Empoli,115.09,14.58,MF,14.7,5.678,2.97,8.579,326.0
5,ITA-Serie A,Milan Badelj,Genoa,115.49,14.58,MF,13.1,8.455,2.97,4.816,183.0
5,ITA-Serie A,Yannik Engelhardt,Como,108.57,14.58,MF,12.2,6.21,2.97,3.526,134.0
5,ITA-Serie A,Ante Rebić,Lecce,115.29,14.58,FW,4.0,1.501,3.881,2.934,111.5
5,ITA-Serie A,Artem Dovbyk,Roma,136.91,14.58,FW,19.9,15.535,3.881,10.697,406.5
5,ITA-Serie A,Khvicha Kvaratskhelia,Napoli,139.71,14.58,FW,25.0,17.532,3.881,7.763,295.0
5,ITA-Serie A,Lautaro Martínez,Inter,152.2,14.58,FW,25.0,19.397,3.881,13.039,495.5
6,ITA-Serie A,Filip Stankovic,Venezia,125.54,14.58,GK,12.1,6.317,3.119,2.829,107.5
6,ITA-Serie A,Yann Sommer,Inter,152.2,14.58,GK,19.5,11.453,3.119,8.697,330.5
6,ITA-Serie A,Berat Djimsiti,Atalanta,151.51,14.58,DF,17.3,7.64,2.591,8.079,307.0
6,ITA-Serie A,Emanuele Valeri,Parma,125.36,14.58,DF,10.8,4.137,2.591,11.276,428.5
6,ITA-Serie A,Federico Dimarco,Inter,152.2,14.58,DF,23.0,13.871,2.591,12.224,464.5
6,ITA-Serie A,Lautaro Valenti,Parma,125.36,14.58,DF,4.0,0.26,2.591,3.197,121.5
6,ITA-Serie A,Patrick Dorgu,Lecce,115.29,14.58,DF,10.2,6.452,2.591,7.803,296.5
6,ITA-Serie A,Pedro Pereira,Monza,109.53,14.58,DF,10.7,3.062,2.591,7.211,274.0
6,ITA-Serie A,Adrian Bernabe,Parma,125.36,14.58,MF,18.2,10.743,2.97,5.671,215.5
6,ITA-Serie A,Daniel Maldini,Monza,109.53,14.58,MF,4.2,3.454,2.97,5.697,216.5
6,ITA-Serie A,Hakan Çalhanoğlu,Inter,152.2,14.58,MF,24.2,18.762,2.97,11.355,431.5
6,ITA-Serie A,Kacper Urbanski,Monza,109.53,14.58,MF,7.3,2.394,2.97,1.105,42.0
6,ITA-Serie A,Medon Berisha,Lecce,115.29,14.58,MF,4.0,0.5,2.97,2.974,113.0
6,ITA-Serie A,Ola Solbakken,Empoli,115.09,14.58,MF,4.0,0.05,2.97,1.961,74.5
6,ITA-Serie A,Christian Pulisic,Milan,131.21,14.58,FW,25.0,16.524,3.881,15.329,582.5
6,ITA-Serie A,Lautaro Martínez,Inter,152.2,14.58,FW,25.0,19.397,3.881,13.039,495.5
6,ITA-Serie A,Nicolò Cambiaghi,Bologna,136.74,14.58,FW,25.0,14.155,3.881,4.066,154.5
6,ITA-Serie A,Tammy Abraham,Milan,131.21,14.58,FW,4.0,0.929,3.881,5.316,202.0
7,ITA-Serie A,Josep Martinez,Inter,152.2,14.58,GK,17.2,9.706,3.119,1.592,60.5
7,ITA-Serie A,Yann Sommer,Inter,152.2,14.58,GK,19.5,11.453,3.119,8.697,330.5
7,ITA-Serie A,Alessandro Buongiorno,Napoli,139.71,14.58,DF,18.2,9.923,2.591,5.539,210.5
7,ITA-Serie A,Antonino Gallo,Lecce,115.29,14.58,DF,16.0,9.422,2.591,8.592,326.5
7,ITA-Serie A,Denzel Dumfries,Inter,152.2,14.58,DF,18.4,7.82,2.591,8.618,327.5
7,ITA-Serie A,Emanuele Valeri,Parma,125.36,14.58,DF,10.8,4.137,2.591,11.276,428.5
7,ITA-Serie A,Mattia De Sciglio,Empoli,115.09,14.58,DF,4.0,0.129,2.591,2.921,111.0
7,ITA-Serie A,Patrick Dorgu,Lecce,115.29,14.58,DF,10.2,6.452,2.591,7.803,296.5
7,ITA-Serie A,Daniel Maldini,Monza,109.53,14.58,MF,4.2,3.454,2.97,5.697,216.5
7,ITA-Serie A,Medon Berisha,Lecce,115.29,14.58,MF,4.0,0.5,2.97,2.974,113.0
7,ITA-Serie A,Milan Badelj,Genoa,115.49,14.58,MF,13.1,8.455,2.97,4.816,183.0
7,ITA-Serie A,Oier Zarraga,Udinese,122.62,14.58,MF,4.0,2.35,2.97,3.237,123.0
7,ITA-Serie A,Samuele Ricci,Torino,118.11,14.58,MF,17.1,7.364,2.97,7.368,280.0
7,ITA-Serie A,Yann Karamoh,Torino,118.11,14.58,MF,4.0,1.101,2.97,3.513,133.5
7,ITA-Serie A,Duván Zapata,Torino,118.11,14.58,FW,21.9,14.272,3.881,2.908,110.5
7,ITA-Serie A,Keita Baldé,Monza,109.53,14.58,FW,10.2,0.805,3.881,2.605,99.0
7,ITA-Serie A,Lautaro Martínez,Inter,152.2,14.58,FW,25.0,19.397,3.881,13.039,495.5
7,ITA-Serie A,Thijs Dallinga,Bologna,136.74,14.58,FW,25.0,16.387,3.881,4.842,184.0
